,timestamp,exchange eth
398,1623655695,3956897.5077670133
399,1623732305,3939250.704281704
400,1623808984,3938839.783172319
401,1623886574,3897963.4668519376
402,1623963611,3861611.009003598
403,1624040491,3868837.8836456058
404,1624118938,3911049.0267308443
405,1624196282,3911077.5974509134
406,1624274263,3922266.6754939808
407,1624351641,3905971.633494989
408,1624429299,3911944.783633209
409,1624506553,3912628.5657313913
410,1624584205,3990641.8163522645
411,1624662646,3976344.104809401
412,1624740489,3953337.0469347364
413,1624817742,3901092.779727856
414,1624894953,3886524.897044557
415,1624972002,3882641.087917231
416,1625050183,3860946.3642005185
417,1625127694,3840366.1478567855
418,1625204824,3294382.1429420398
419,1625281722,3266206.903137059
420,1625359566,3246379.049001837
421,1625437147,3248082.5717882556
422,1625514000,3223390.2527572257
423,1625592182,3160750.850123693
424,1625669904,3130999.1474942467
425,1625747699,3099686.136026903
426,1625824477,3116386.209055807
427,1625901290,3128457.4008069527
428,1625979223,3126475.7191907084
429,1626056768,3158945.938714299
430,1626134577,3141232.4906385783
431,1626213222,3128902.421148035
432,1626291774,3247212.4757517683
433,1626369518,3258158.1612325967
434,1626447426,3354045.7575899796
435,1626526140,3347378.8780562975
436,1626604438,3381752.79324322
437,1626681566,3403584.009480704
438,1626760022,3375545.7435384197
439,1626837474,3396839.336690676
440,1626915255,3430597.46458491
441,1626993044,3494083.6531648445
442,1627070623,3465929.4178458867
443,1627148361,3450807.05352625
444,1627226006,3446478.6876910427
445,1627304039,3418386.9283243404
446,1627383359,3372096.7111919024
447,1627461588,3336883.9395285654
448,1627541278,3292775.32134581
449,1627620471,3263984.500908572
450,1627699152,3229319.618313589
451,1627777969,3206163.5041232756
452,1627856224,3207279.61545147
453,1627934972,3229144.539025362
454,1628013437,3221277.8756097
455,1628092046,3234514.3747153394
456,1628170910,3251334.645719549
457,1628247898,3190334.133273149
458,1628324403,3155587.64277145
459,1628401386,3185186.9627715414
460,1628477117,3184005.9287660713
461,1628553905,3134505.0506662885
462,1628630588,2986850.701521925
463,1628707880,2965383.2704753014
464,1628784883,2958526.26956939
465,1628861706,2984195.510933614
466,1628939135,2926128.3660920993
467,1629015872,2983806.8292836724
468,1629092323,3002019.0951026664
469,1629169079,2931472.978475884
470,1629245372,2872446.917353352
471,1629322771,2859536.484184186
472,1629398924,2839370.6958786133
473,1629477000,2800514.076414379
474,1629553511,2738592.7998289247
475,1629630340,2734145.359423117
476,1629707492,2736798.6663374035
477,1629784324,2704737.609895596
478,1629860741,3258766.4417892713
479,1629937642,3253447.2684873077
480,1630014309,3242339.5222603
481,1630091884,3162830.5460840142
482,1630168900,3109214.7262719464
483,1630246159,3111802.223790296
484,1630322821,3089747.9338822616
485,1630399583,3120820.6969456654
486,1630476420,3096057.989852683
487,1630553059,3095798.1836276413
488,1630630093,3052620.6676886585
489,1630706876,3031144.1212789943
490,1630783553,3042188.105625541
491,1630860525,3079409.3820377006
492,1630937754,3075378.01308442
493,1631014773,3041755.0456925263
494,1631091476,3089207.9464118383
495,1631168524,3183757.1294719446
496,1631245876,3160205.110719311
497,1631322549,3119754.533206866
498,1631400302,2968665.3180398536
499,1631476554,2933425.257506981
